Gene,T-Value for Class JPA
U15555_at,3.56480291036
M83216_s_at,3.56443304354
U16307_at,3.56408171998
M13485_at,3.56038790733
L10838_at,3.55908626424
S66793_at,3.55591997101
V00574_s_at,3.55493803413
U10689_f_at,3.55408925888
D29013_at,3.55338834837
M27161_at,3.55273258212
L42583_f_at,3.54952762342
U66617_at,3.54894913551
L48211_at,3.54707999853
D37931_at,3.54676237221
U77396_at,3.54641023804
AF006084_at,3.5460208411
U64675_at,3.54587341331
X52022_at,3.54556361297
M60284_s_at,3.54501890431
M19720_rna2_at,3.54492595651
Z35227_at,3.54432539176
U79254_at,3.54418785451
U77845_at,3.5425771222
U28488_s_at,3.54147431572
X12451_at,3.53855919197
Y10313_at,3.53851302757
L42379_at,3.53490940559
M24748_cds2_s_at,3.53438094091
X16665_at,3.53400832506
HG4068-HT4338_at,3.53392166104
HG4157-HT4427_at,3.5332912679
D83018_at,3.53093804883
U35005_s_at,3.52964133773
D10923_at,3.52937335423
HG3934-HT4204_at,3.52896965062
U13706_at,3.52732118801
L43575_s_at,3.5267625042
M95585_s_at,3.52583540285
M55131_at,3.52495737016
U03397_s_at,3.52356628989
U36764_at,3.5235123266
HG4051-HT4321_at,3.52240861729
D12485_at,3.52207075634
U38964_s_at,3.52174731441
HG3454-HT3647_at,3.52168810627
L11244_s_at,3.52079863286
X97261_at,3.51962936225
L13761_rna1_at,3.51854236765
U13896_at,3.51737060033
K01900_at,3.51439227562
L76159_at,3.51150215452
X15187_at,3.50958328876
U83115_at,3.50909180396
Z26876_at,3.50720860098
X66142_s_at,3.50381856352
U43672_at,3.50103996541
HG908-HT908_at,3.5004392292
J03459_at,3.50014087897
J03473_at,3.5000729384
X54162_at,3.49911621704
J03263_s_at,3.4972636572
U37122_at,3.497031859
U90336_at,3.49613861516
U13737_at,3.49584014478
X80878_at,3.49422646952
U81984_at,3.49203001717
M27318_f_at,3.49177379566
S80905_f_at,3.48925709824
L05188_f_at,3.48813688489
X98833_rna1_at,3.48766163287
HG4433-HT4703_at,3.48704881157
U93867_at,3.48624862468
U15008_at,3.48431440211
Z49205_at,3.48281075271
M74826_at,3.48263121706
U41815_at,3.48083131478
X14789_at,3.47937039003
U73499_at,3.47899745421
U20230_at,3.47879516565
X90846_s_at,3.47846161736
X61070_at,3.47784953846
X65784_s_at,3.47630516777
U16720_rna1_s_at,3.47381684109
U42359_at,3.47153560065
X54326_at,3.46997590148
D10922_s_at,3.46766925336
L35269_at,3.46437381231
X75346_s_at,3.46415322191
HG3942-HT4212_at,3.46240825589
X55885_at,3.46118670615
D13540_at,3.45480079145
U11292_at,3.45302612489
U45982_at,3.45238618851
M74558_at,3.44884422805
HG1879-HT1919_at,3.44503931888
X03168_at,3.44114958015
U76992_at,3.4410987656
U43901_rna1_s_at,3.44089986005
U57877_at,3.44057087975
Y08682_rna1_s_at,3.43880238958
X80692_at,3.43747125934
X51956_rna1_at,3.437390172
U50553_at,3.43685299378
HG3400-HT3579_at,3.4342664948
D83407_at,3.43332751252
L37347_at,3.43188438029
U42408_at,3.43067245041
Z00010_at,3.43066116615
J02843_at,3.42973835383
U74382_s_at,3.42962376987
X64810_at,3.42932301056
X90763_at,3.42812307847
D12625_at,3.42759113719
U52700_at,3.42705922847
X59841_at,3.42537490394
U24105_at,3.42079854295
L42601_f_at,3.41994338444
U15552_at,3.41785932097
Z97074_at,3.41710383827
U36500_at,3.41601164921
U67369_at,3.41497108429
X02958_at,3.41401769796
HG2591-HT2687_s_at,3.41387716479
U79274_at,3.41207415161
D44466_at,3.4115762036
U76366_s_at,3.41121406661
M57763_at,3.41037165427
M15517_cds5_at,3.41033917479
M62843_at,3.40920443643
AF006087_at,3.40830432566
D21260_at,3.40782896349
M83652_s_at,3.40744124154
Z69720_at,3.4073559376
X63359_at,3.40587901231
Y09912_rna1_at,3.40583920513
AC000061_cds2_at,3.40576755129
U48213_at,3.40538360753
S72493_s_at,3.4038770918
U25988_at,3.40379183102
X69636_at,3.40217727327
M58603_at,3.40142380202
X04143_at,3.39790833869
M57423_f_at,3.39763639232
D28364_at,3.39760576412
U22897_at,3.39595593201
L23333_s_at,3.39577594951
M26657_s_at,3.39557850915
U66559_at,3.39538466964
M16404_at,3.39512230054
U37139_at,3.39451391754
Z75190_s_at,3.39416998112
M31667_f_at,3.39339208952
X70476_at,3.39305512528
HG3231-HT3408_at,3.39294300917
HG110-HT110_s_at,3.39267279056
X97065_at,3.39057645958
U67191_at,3.38998052387
U07550_at,3.38981404222
X76732_at,3.38846236324
X15218_at,3.38781995149
M19961_at,3.38714992257
U29615_at,3.38622612566
U58090_at,3.38546553752
X13461_s_at,3.38456855654
D25539_at,3.38312882829
U11701_at,3.38293094113
Y14140_at,3.38133237726
U20499_at,3.38030760924
J02947_s_at,3.37960692105
U61397_s_at,3.37956887197
HG3104-HT3280_at,3.3787945007
L10374_at,3.37851442813
D13315_at,3.37826168522
D28915_at,3.37803488256
U13219_at,3.37801326407
AB000467_at,3.37758964638
HG2797-HT2905_at,3.3774210294
X89576_at,3.37500116864
U83303_cds2_at,3.37099996002
L13972_at,3.37038889865
Z49835_s_at,3.36960080269
Y10209_at,3.36296669113
D87017_cds3_at,3.36129080615
X84373_at,3.3604273196
X62822_at,3.35913468408
U38372_at,3.35870215699
M75126_at,3.35822597512
U97018_at,3.35808636407
Y13618_at,3.35799548079
X15357_at,3.35722810402
U43522_at,3.35713048059
S82362_s_at,3.35702315884
L32164_at,3.35659875243
U02687_at,3.35657104786
D79998_at,3.35228277288
X86570_at,3.35178999974
D00654_at,3.35134187359
D38751_at,3.35067942418
M16938_s_at,3.35048354811
HG3355-HT3532_at,3.35035578067
L07515_at,3.34983958609
L39009_at,3.34977977909
HG881-HT881_at,3.34948662087
X97198_at,3.34936769855
U57316_at,3.34742832726
U26398_at,3.3461004807
U30610_at,3.34573080877
D14695_at,3.34571415778
D16227_at,3.34552598981
L03840_s_at,3.34375852784
U01317_cds6_at,3.34366413425
U78524_at,3.34294061395
L10403_at,3.34241779452
J03027_at,3.34194634693
X99664_at,3.3413193824
M95678_at,3.34122407889
Z31357_at,3.34048507319
L47726_at,3.34017434843
M97925_rna1_at,3.33898130522
M81637_at,3.33856807186
U81523_at,3.33845840391
AB002533_at,3.33765939284
Z35085_s_at,3.3349886361
U79290_at,3.33204481044
D86519_at,3.33188438508
M55671_at,3.33178567077
U04241_at,3.3312837191
U48861_at,3.32990686351
HG3033-HT3194_at,3.32964280129
X87344_cds10_r_at,3.32924740353
X07495_at,3.32588088499
U37408_at,3.32392449821
S77893_s_at,3.32281771598
M55513_s_at,3.32040592261
M24594_at,3.31891886417
Z12173_at,3.31536606908
U17894_at,3.31453519542
U34683_at,3.31404386976
M64710_s_at,3.31334684697
D89050_at,3.31298123212
U47926_at,3.31211317512
J05556_at,3.3114900493
U30930_at,3.31075057945
D30742_at,3.31025509073
M18533_at,3.30988393995
HG4606-HT5011_at,3.30526820389
HG3502-HT3696_at,3.30510756716
X15880_at,3.30366833484
L22454_at,3.30253786649
D85418_at,3.30070810572
U19251_s_at,3.3001201528
D14134_at,3.29943730809
U33053_at,3.29730616151
U19147_s_at,3.2963087244
J05272_at,3.29512293587
Y00486_rna1_at,3.29443443269
U60800_at,3.29366919298
M69238_at,3.29142524208
Z36714_at,3.29074559059
M97676_at,3.29073919311
U26726_at,3.29065668454
X14675_at,3.29065030153
M60092_at,3.28750702886
AB000462_at,3.28524464282
U72936_s_at,3.28292739231
X62320_at,3.28280296093
Z80777_at,3.28169068459
M77144_rna1_at,3.28076629936
X94563_xpt2_r_at,3.27804774893
L00022_s_at,3.27638796959
L34820_at,3.27514273587
X03689_s_at,3.27427309717
L27476_at,3.27194379855
X93920_at,3.26954173277
X62083_s_at,3.26545776168
U18543_at,3.26528514493
U56085_at,3.26483184724
X54816_at,3.2646073133
S69231_s_at,3.26259772386
HG1112-HT1112_at,3.25853039169
X04366_at,3.25646634299
D16480_at,3.25479500084
D87989_at,3.25434430314
HG2841-HT2968_s_at,3.25411674393
M11718_at,3.25391699925
X03794_s_at,3.25310108201
D00591_at,3.25284107177
M34338_s_at,3.25001385037
X14253_s_at,3.24930898403
D80006_at,3.24903625371
HG3432-HT3620_s_at,3.24709535563
U80040_at,3.2462785338
HG1763-HT1780_s_at,3.24560130702
M57732_at,3.24335778981
M82882_at,3.23987649904
HG3992-HT4262_at,3.23965958777
M93718_at,3.23862273351
U81001_at,3.23800729858
U20938_at,3.23726277951
AF006609_at,3.23717495447
L06419_at,3.23710779897
D82061_at,3.23639243111
K03431_cds1_at,3.23288643634
U68536_at,3.23104626362
HG3527-HT3721_f_at,3.22972882222
Y08999_at,3.22849323492
M13452_s_at,3.22547843544
HG2873-HT3017_at,3.22438943683
HG2723-HT2819_at,3.2239633053
S41458_at,3.22390825329
X54993_s_at,3.22343855065
L49054_at,3.22283013792
L08044_s_at,3.22025174362
Y00815_at,3.21915097539
HG3364-HT3541_at,3.21537293557
U17886_at,3.21503748972
X83368_at,3.21308084467
D88213_at,3.21229647832
D78577_s_at,3.21063187473
U02609_at,3.20619765962
D50405_at,3.20263669083
M60830_at,3.20116585577
U39840_at,3.19977157336
U15128_at,3.1997160226
M27691_at,3.19892600044
U83171_at,3.19588070706
HG2841-HT2969_s_at,3.19577743074
U90878_at,3.19572605535
L14812_at,3.19569930144
X53390_s_at,3.1954606969
M14123_xpt3_at,3.19402203858
M98776_rna1_at,3.19365479887
M93311_at,3.193457494
U37022_rna1_at,3.19008037944
AB002382_at,3.18992847123
D50645_at,3.18846217352
HG4052-HT4322_at,3.18736424961
Y08302_at,3.18488801995
U43177_at,3.18103680457
L22548_at,3.17563208045
U40572_at,3.17542510793
HG2416-HT2512_at,3.17479797027
AJ000480_at,3.1735756273
X87342_at,3.17249202118
L75847_at,3.17239867276
M83363_at,3.17146918701
S66431_at,3.16771170404
D87467_at,3.16762340985
D50692_at,3.16761914214
M76231_at,3.16746519487
D63479_s_at,3.16733582991
U38268_at,3.16650122307
X78817_at,3.1655696988
X12794_at,3.16466777624
X13334_at,3.16444168832
X94333_at,3.16142441828
D13969_at,3.16045113997
U65410_at,3.15980111107
U79270_at,3.1593874148
M63835_at,3.15922717855
D63851_at,3.1587796812
D89289_at,3.1576769667
X72308_at,3.15346916897
D86982_at,3.15319509579
U01212_at,3.15303286162
M63928_at,3.15181587295
L36983_at,3.14971876021
U83598_s_at,3.14882276952
L02867_at,3.14703065997
U06452_at,3.14674706972
J02963_at,3.14625236191
U67368_s_at,3.14304658561
U66061_cds3_at,3.14248561009
U73191_at,3.14235663015
L15189_s_at,3.14104768186
M74715_s_at,3.14074474451
D86974_at,3.14050767983
Z11697_at,3.1397258758
M13829_s_at,3.13464222204
M83233_at,3.13455835649
M98343_at,3.13413423731
M13792_at,3.1340371267
X85116_rna1_s_at,3.13354002906
U03494_at,3.13247021202
M65085_at,3.13146171467
D83767_at,3.12886073062
HG4322-HT4592_at,3.12815750967
HG4114-HT4384_at,3.12782250971
M11749_at,3.12533507696
AC002115_cds1_at,3.12372010476
HG3921-HT4191_f_at,3.11995201749
Z49107_s_at,3.11935075937
U64520_at,3.11892126147
D17390_at,3.11788597563
U89717_at,3.11518022369
X57348_s_at,3.11311816332
M25756_at,3.11274326484
M20471_at,3.11207722491
D31888_at,3.11194205976
L34075_at,3.10961536984
M27160_at,3.10803068773
D42038_at,3.10762302609
U85707_at,3.10677845432
U18288_at,3.10624208361
D29675_s_at,3.10606442256
X64994_at,3.10594039264
U35113_at,3.10199542559
U67092_s_at,3.10066475355
L18877_f_at,3.10065505106
X97674_at,3.09970018798
U77968_at,3.09949697871
L13266_s_at,3.09874141393
Y00067_rna1_at,3.09796019418
X15954_rna1_s_at,3.09778182916
M24461_at,3.09750467294
U01833_at,3.09746507851
U33632_at,3.09706790088
HG4188-HT4458_at,3.09645611601
L20320_at,3.09369751298
Y10514_s_at,3.09313437047
X74008_at,3.09137515664
M77481_rna1_f_at,3.09119834179
L15409_at,3.08971212524
X56677_at,3.08940043996
U96629_rna2_at,3.08924560653
U96115_at,3.08726927508
M32334_at,3.08715056502
U66048_at,3.08546428689
X94612_at,3.08536695309
L17328_at,3.08290254912
D87449_at,3.08259928951
M83822_at,3.08044800558
M77348_rna1_s_at,3.07992274458
U10690_f_at,3.07957081588
D21851_at,3.07701443862
U30825_at,3.07694483409
U06698_at,3.07596290689
M77349_at,3.07556955365
S77410_at,3.07475912006
M64358_at,3.07445133312
X15331_s_at,3.07419096467
HG2987-HT3136_s_at,3.07410785371
L40400_at,3.07362915895
M88282_at,3.07182041054
X52011_at,3.07079868044
Z48482_at,3.06734541037
Z49148_s_at,3.06707124203
U40571_at,3.06316094154
M86707_at,3.06193545677
X75546_at,3.06185253227
L22343_at,3.06140633246
U47007_at,3.06068039824
X79780_at,3.06058442413
M60527_at,3.05944697016
D38293_at,3.05793590181
X01388_at,3.05762127917
M30496_at,3.05701015553
M91592_at,3.05606380358
X54304_at,3.05516784741
D31886_at,3.0546301972
S62028_s_at,3.05440012308
M33521_at,3.05361467375
Z70759_at,3.05341138408
L13436_at,3.05246285894
M34079_at,3.05226828532
X72755_at,3.05169519829
HG2797-HT2905_s_at,3.04926087008
L23959_at,3.04923423462
X74330_at,3.04908768814
M24398_at,3.04893133832
U87269_at,3.04866795032
Z29090_at,3.04719760714
S77415_at,3.04641187978
M12125_at,3.04304924234
M57730_at,3.04257925262
U83600_at,3.04042499805
HG4128-HT4398_at,3.04029806152
X06182_s_at,3.03850149259
K02777_s_at,3.03810637678
X65463_at,3.03566387731
U71087_at,3.03498784346
U51241_at,3.0349378687
Z49254_at,3.03174657003
HG3976-HT4246_at,3.0312579997
D43947_at,3.03057396293
U22963_at,3.03026331787
D13900_at,3.02890849704
L22569_at,3.02765739234
Z37166_at,3.02732456185
L32606_at,3.02688427797
Z48510_at,3.02560614173
D59253_at,3.02558031056
L41349_at,3.02461697161
J04809_rna1_at,3.02414520617
U31216_s_at,3.02410173515
X80507_at,3.02083203858
Y08991_at,3.02068378842
D80000_at,3.02057280311
X15341_at,3.01955065198
Z29083_at,3.01605998919
X87852_at,3.01527344221
HG315-HT315_at,3.01385457301
X06617_at,3.0136750772
M34182_at,3.01304713563
M16282_at,3.01131857304
X87904_at,3.01109088053
U57721_at,3.01026243826
X98085_at,3.01013126943
U44975_at,3.00965645343
L40407_at,3.00826263232
D85423_at,3.00821570073
X90392_at,3.00729023881
X16901_at,3.00526869069
M77698_at,3.00435653617
Z11933_at,3.00362339478
X94910_at,3.00351822039
L76528_s_at,3.00318850836
X98248_rna1_at,3.00316626126
U10886_at,3.00048778171
M96954_s_at,2.99764828504
J04040_at,2.99730791048
S67156_at,2.99689787454
M60854_at,2.99536883998
X07618_s_at,2.9923267885
M92439_at,2.99196555755
U26914_at,2.99006785704
L38517_at,2.98878211039
X95735_at,2.98804815348
D85425_s_at,2.98770362965
U94832_at,2.98659816484
U37707_at,2.98610740402
D16611_s_at,2.98541115617
X59303_s_at,2.98460026129
X85133_at,2.98414617629
X02751_at,2.98196493207
M74091_at,2.98127962224
U09366_at,2.97981459026
HG2868-HT3012_s_at,2.97862143349
L40394_at,2.97704214563
D86425_at,2.97696855301
J00146_at,2.9755097944
HG2815-HT4023_s_at,2.97501398324
U79248_at,2.97429106203
D13118_at,2.97426065334
HG3362-HT3539_s_at,2.97282051878
L26247_at,2.97165572381
U87593_f_at,2.97152790057
M84820_s_at,2.97118893324
M87770_at,2.97086744729
U33761_at,2.97027843971
AF015950_at,2.96537332285
U45285_at,2.96473168724
J02943_at,2.96457230546
X53414_at,2.9640757039
U12897_at,2.96303167131
M60748_at,2.96242188019
M80359_at,2.96230486388
X05323_at,2.96136620428
U58334_at,2.96086710887
Z24459_xpt5_at,2.95859582166
M90366_at,2.95792368873
U07806_s_at,2.95671362501
U13369_at,2.95647835006
U77456_at,2.95537834607
D25538_at,2.95397762043
K01396_at,2.95301948994
U09759_at,2.95240867299
J04456_at,2.95102264633
X90530_at,2.95030777665
U23430_s_at,2.94936420002
L02547_at,2.94911922175
S82185_at,2.94776625618
U22314_s_at,2.94449598829
X63657_at,2.94315747777
U09770_at,2.94294448831
X51345_at,2.94087380338
HG3039-HT3200_at,2.93753902491
J05068_at,2.93555213163
M74047_at,2.93479299488
U64315_s_at,2.9346364395
Z48512_at,2.93460699277
M92303_at,2.93348895639
X60957_at,2.93219746855
Y10506_at,2.93130123651
M20902_at,2.93107901568
U66711_rna1_s_at,2.9297265481
U12404_at,2.92938456431
U77180_at,2.92703683541
Z29505_at,2.92670289821
X79510_at,2.92669193148
Y07759_at,2.92618027518
Z93784_at,2.9256675929
X67098_at,2.92461979706
M63896_at,2.92336534168
X66364_at,2.92262147881
X85106_at,2.92248657313
U60805_at,2.92090457101
X57351_at,2.92002377848
X68688_rna1_s_at,2.91945354585
U15655_at,2.91901103099
X51466_at,2.91868947289
U33818_at,2.91843184183
X63131_s_at,2.9182128287
D23662_at,2.91573506093
D83735_at,2.91490930127
X77533_at,2.91480331265
U60205_at,2.91466586201
M64752_at,2.91345010616
M18391_s_at,2.91187315948
U39400_at,2.91161866062
U08023_at,2.91091907611
D49728_at,2.90862061733
M11973_cds1_at,2.90825987047
U01337_at,2.90802925865
D90224_at,2.90667700405
U66406_at,2.90360432714
L00137_cds1_at,2.90296132699
U79288_at,2.90267435108
L09753_at,2.90162726838
D89052_at,2.9015624879
U13696_s_at,2.90072234987
U04810_at,2.900403987
U89505_at,2.89952672369
D85815_at,2.89848660792
L49209_s_at,2.89768208109
Y11897_at,2.89760712049
L24804_at,2.89749023739
HG4102-HT4372_at,2.89699367111
X51435_s_at,2.8964088348
M31951_at,2.8951405253
L11672_r_at,2.89415242284
M96803_at,2.89398375721
L48516_at,2.89395128623
Z46788_at,2.89310643911
S77094_at,2.89222946335
M57731_s_at,2.89110802893
M29581_at,2.89077970975
D87685_at,2.890251888
D87464_at,2.88972412623
D83004_at,2.88666909397
X59405_at,2.88632008291
X14830_at,2.88575061208
L20852_at,2.88525673606
U40152_s_at,2.88209611955
M73548_at,2.88194921782
U50534_at,2.88166556025
U93205_at,2.88115934553
Z68228_s_at,2.88022058708
U33821_at,2.87908792315
X03342_at,2.87892941433
U57317_at,2.87883157425
M59941_at,2.87876794113
L36645_at,2.87845553972
U15085_at,2.87701195338
S72487_at,2.8766079247
X60708_at,2.87545501961
U05861_at,2.87469472631
X71661_at,2.87434509733
U00930_at,2.87358763014
X66867_cds1_at,2.87268391827
Y07829_xpt4_at,2.87263574699
L26336_at,2.87236863893
U18018_at,2.87227310332
M74290_at,2.87054021652
D87442_at,2.86924043893
X62515_s_at,2.86687826222
Z25749_rna1_at,2.86638657805
Z48051_rna1_at,2.86605121808
U49742_at,2.86595594693
M98528_at,2.863126147
X13973_at,2.86278913888
D86959_at,2.86244194419
U59863_at,2.86230109744
Z19002_at,2.86160940462
U95006_at,2.85934390598
Z33642_at,2.85890996019
D80002_at,2.85851697315
D87466_at,2.85784993169
U62317_rna7_at,2.8575357503
U14193_at,2.85476876811
D16827_s_at,2.85434195442
X69962_s_at,2.85162901789
M34423_at,2.85155658885
L05425_at,2.84996917314
D49742_at,2.84951809866
S74445_at,2.84464308274
D78132_s_at,2.84458039134
Z48501_s_at,2.84439941532
X99584_at,2.84412572178
Y11710_rna1_at,2.84386303923
L43821_at,2.839853828
HG2573-HT2669_at,2.83873074956
L06505_at,2.83713730903
U48707_at,2.83595401522
J05252_s_at,2.83351377659
X17651_at,2.83237613746
J04031_at,2.82940003961
M22324_at,2.82470615899
X63717_at,2.82426791439
U03851_at,2.81991335136
M96326_rna1_at,2.81885920638
U40215_at,2.81814543094
X85781_s_at,2.81740503293
M85289_at,2.81670029399
HG2639-HT2735_s_at,2.81403637441
X00540_at,2.81305876222
HG3484-HT3678_s_at,2.81299385938
D49489_at,2.81241241239
L14542_at,2.81219977189
D13628_at,2.81045805933
U63541_at,2.80952116909
D31890_at,2.80835776559
Z56281_at,2.80674156369
L76517_at,2.80615092434
HG1140-HT4817_s_at,2.80522914499
X69908_rna1_at,2.80481234827
U08049_at,2.80439144305
AF010193_at,2.80386933739
X02612_at,2.80375451396
L76703_at,2.80366327403
U58032_at,2.80170098014
U72621_at,2.80109960894
L20316_at,2.80107785512
L77213_at,2.80029863045
U58675_cds2_at,2.79852023695
D26308_at,2.79483760053
AC000099_at,2.79451623453
M86752_at,2.79432615408
D86549_at,2.79303243264
X13956_at,2.79170621234
M31899_at,2.79163101138
D29012_at,2.79155282343
D88799_at,2.79127276484
M98045_at,2.7911284057
J05459_at,2.78853075815
Z50194_at,2.7882684913
X99209_at,2.78813396994
D88460_at,2.78760596794
U60666_at,2.78651368864
U89606_at,2.78567932822
U58130_at,2.78541456092
L04490_at,2.78465367632
U28413_at,2.78382724041
D78275_at,2.78197872364
X92896_at,2.78128251656
U88667_at,2.78056526236
AF009426_at,2.78013353745
D85429_at,2.78008796466
U07969_s_at,2.77778250173
U85946_at,2.77613184646
U89896_at,2.77570497795
M21812_at,2.77399934448
D13637_at,2.77394550317
L46720_s_at,2.77229022276
X97160_rna1_at,2.77169227206
L19686_rna1_at,2.7702219327
Z46376_rna1_at,2.77011075421
U00968_at,2.76938706988
U11861_at,2.7682287147
U40372_at,2.7665380978
M68840_at,2.76521013399
D83243_at,2.76270650377
X16281_at,2.76067830016
U79286_at,2.76042495494
U27185_at,2.75954726726
U46746_s_at,2.75879395353
D82070_at,2.75847006858
D87077_at,2.75806861308
S74221_at,2.75788884608
U46744_at,2.7564241364
S77582_at,2.75626580072
X66087_at,2.7533798127
K03189_f_at,2.75335390133
L41268_f_at,2.75332708789
M11186_at,2.75314012179
M55040_at,2.75270919784
X78342_at,2.75148126951
HG3141-HT3317_f_at,2.75059623275
M11353_at,2.75011774839
U97502_rna1_at,2.74954306616
U46571_at,2.74950712176
U38864_at,2.74925319437
L03785_at,2.74888292651
U83461_at,2.74875880793
HG1327-HT1327_s_at,2.74866683181
X79439_at,2.74535385075
L19314_at,2.74506941917
U04847_at,2.743688142
U51004_at,2.74144426173
U51003_s_at,2.74136636134
HG4020-HT4290_s_at,2.73934715245
S79862_s_at,2.73788469304
L32961_at,2.73709146833
D45906_at,2.73576233703
D25248_at,2.73298080053
X17567_s_at,2.73265734894
U77846_rna1_at,2.73249928208
D87462_at,2.73099981907
U09820_s_at,2.73052487866
HG3859-HT4129_at,2.72958674103
U48296_at,2.72950134672
D64053_at,2.72695502916
L10678_at,2.72518521643
U26424_at,2.7251171741
L34357_at,2.72443402268
M68895_rna1_at,2.72340739928
X91249_at,2.72256938835
D49824_s_at,2.72220309052
D63160_at,2.7218037359
L03532_at,2.72167702715
X99325_at,2.72142632377
U90552_at,2.72119086309
L14754_at,2.72030521521
Z48541_at,2.71961706206
X92744_at,2.71842070145
HG4155-HT4425_s_at,2.71833856263
U43899_at,2.71814213254
U52696_s_at,2.71765425751
M12625_at,2.71538757653
D38537_s_at,2.71492930995
U36501_at,2.71463423328
M34715_at,2.7144259641
M37815_cds1_at,2.71395199715
D31887_at,2.71165520241
X93498_at,2.71092173874
U51127_at,2.71061151009
U68488_at,2.71049879366
D43950_at,2.7103009774
J02982_f_at,2.70925341963
U41813_at,2.70817570556
U39447_at,2.70715985887
X84213_s_at,2.70622368657
M64572_at,2.70534151173
M55210_at,2.70527133709
M19684_at,2.70473832192
U34380_rna1_s_at,2.70410861103
X56681_s_at,2.70251895824
M81933_at,2.7015087793
J04948_at,2.69995735238
HG1111-HT1111_at,2.69518129628
U57971_s_at,2.69457939022
Y00282_at,2.6943533497
U70671_at,2.69379257946
M23613_at,2.69310224907
X79066_at,2.69216372863
D50532_at,2.69095555609
U88629_at,2.68978476568
U18235_at,2.68930245009
HG2367-HT2463_s_at,2.68877336178
S72904_at,2.6886951596
X78926_at,2.68849330078
HG2255-HT2344_f_at,2.68780103548
U79251_at,2.68708522692
D11094_at,2.68706835052
L38820_at,2.68680336505
D31762_at,2.68349384977
X56687_s_at,2.68278587501
M14565_at,2.68259857968
U12767_at,2.68229052534
U19261_at,2.68207521814
X66365_at,2.68065109196
U12978_at,2.67722251576
U63824_at,2.67677756718
D30655_at,2.67364208003
HG3707-HT3922_f_at,2.67319802559
D38551_at,2.67294390367
HG3570-HT3773_at,2.67256617343
U69961_at,2.67117811208
M21539_at,2.66985032888
D82346_at,2.668356425
V00594_at,2.66830009835
X06614_at,2.66408840481
U05572_s_at,2.66348567824
D86964_at,2.66323340332
L49219_f_at,2.66221483223
M10058_at,2.66206799497
L07493_at,2.66191424131
Z33905_at,2.65901609927
V01512_rna1_at,2.6590022815
D85758_at,2.65854068226
X81817_at,2.65785012082
U45973_at,2.65643941322
K03183_f_at,2.65457205537
D87024_at,2.65367197047
M27396_s_at,2.6534390861
L76937_rna1_at,2.65321167166
U31501_at,2.65186487577
U47621_at,2.65097659945
Y09022_at,2.64943392252
L25878_s_at,2.64878046912
M95167_at,2.64828766835
U59325_at,2.64692483564
X16707_at,2.64396305089
U44060_at,2.64312107748
HG273-HT273_at,2.64303612688
Y10375_s_at,2.64186256973
U70981_at,2.63843549532
AB000905_at,2.63690557814
Y08223_at,2.63555889297
X84746_at,2.63510800258
Z46973_at,2.63462699238
U53347_at,2.63304407352
HG3703-HT3915_s_at,2.63248235156
X99699_at,2.63175659949
X07203_at,2.63029559853
U14417_at,2.62940943747
D79987_at,2.62877000975
M21064_at,2.62858831421
Y07707_at,2.62786106953
U57911_at,2.6268886848
U49957_s_at,2.6258625601
L19711_at,2.62514677941
S34389_at,2.62315628506
HG1098-HT1098_at,2.62274413819
HG3514-HT3708_at,2.62258046051
M13058_s_at,2.62154522934
D63861_s_at,2.6198723638
X98337_s_at,2.61963481919
M83664_at,2.6195317085
D13988_at,2.61886309981
U10686_at,2.61814615998
D45248_at,2.61718140239
Z79581_at,2.6162519522
X71490_at,2.615153584
L11566_at,2.61415925354
S85963_at,2.61216191507
D50928_at,2.61212214917
M60974_s_at,2.61211735182
U83192_at,2.61204315401
X66114_rna1_at,2.61116631249
X16323_at,2.61014272064
U61262_at,2.60978066914
D13814_s_at,2.60931229221
M17236_at,2.60724259361
HG4297-HT4567_at,2.60492712101
HG821-HT821_at,2.60491186375
HG273-HT273_s_at,2.60457951632
D50911_at,2.60098584375
X87159_at,2.60004480795
M64497_at,2.59765253126
X00695_s_at,2.59650934014
M55420_at,2.59640375072
M87284_at,2.59606231095
L20859_at,2.59589663453
HG3517-HT3711_at,2.59143438074
X61100_rna1_at,2.59134310664
D50063_at,2.59090763119
D90097_at,2.5905192666
M13143_at,2.59041680091
X97748_s_at,2.58991064616
U90651_at,2.58686486224
L07548_at,2.58603133477
U46569_at,2.58581273829
X63454_at,2.58578645171
M37763_at,2.5851824533
M81057_at,2.58322812926
X98534_s_at,2.58157768726
M84424_at,2.58018925386
X13100_s_at,2.57866941714
L41559_at,2.57795692041
L43338_at,2.57728913704
HG4120-HT4392_s_at,2.57592989501
L42176_at,2.57526706205
X67734_at,2.57503222239
M58297_at,2.57482818023
U13220_at,2.57446501661
D85527_at,2.57211359404
X06272_at,2.57133179114
U30827_s_at,2.57017201573
X90840_at,2.5654551781
HG3426-HT3610_s_at,2.56541503038
L20773_at,2.56485145772
U09813_at,2.56395551899
X99350_rna1_at,2.56237638429
U10473_s_at,2.56140909111
HG3936-HT4206_at,2.56128578569
U82535_at,2.56075361649
L05500_at,2.56074462726
HG36-HT4101_s_at,2.55950979532
D50487_at,2.55946353077
Z11695_at,2.5593760246
M74099_at,2.55850228398
U49436_at,2.55847510521
Z31560_s_at,2.55693026833
X80497_at,2.55667998313
U72508_at,2.55556989141
J04810_s_at,2.55496569686
U47635_at,2.55342701733
J04794_at,2.54907938696
X75042_at,2.54891911502
L19779_at,2.54672444212
